tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,moonphase,daylight_hours,preciptype,uvindex,severerisk,conditions,description
32.8,18.1,25.5,30.8,18.1,25.0,13.6,53.2,0.0,0.0,0.0,26.3,16.6,130.8,1016.7,9.4,6.2,267.7,23.3,0.75,11.72,0,2,1,0,3
32.7,19.0,25.4,30.5,19.0,24.8,11.2,46.0,0.0,0.0,0.0,27.7,16.6,115.8,1016.2,3.7,6.3,268.5,23.3,0.81,11.735555555555555,0,2,1,0,3
30.8,19.0,24.5,29.3,19.0,24.2,13.5,53.7,0.0,0.0,0.0,34.6,20.5,120.3,1016.7,0.0,6.0,272.1,23.4,0.84,11.751666666666667,0,2,1,0,3
31.5,18.0,24.6,29.9,18.0,24.3,13.7,54.2,0.0,0.0,0.0,37.1,16.6,126.2,1016.9,1.5,6.1,274.1,23.6,0.88,11.7675,0,2,1,0,3
33.7,18.1,25.4,31.3,18.1,24.8,11.2,46.2,0.0,0.0,0.0,29.5,13.9,114.8,1016.1,0.0,6.0,276.8,23.9,0.91,11.783333333333333,0,2,1,0,3
32.2,18.3,26.1,30.2,18.3,25.3,9.4,38.7,0.0,0.0,0.0,26.6,13.9,116.7,1016.1,0.4,6.5,277.7,24.1,0.95,11.799722222222222,0,2,1,0,3
32.1,17.3,25.6,30.2,17.3,25.0,10.0,39.7,0.0,0.0,0.0,21.2,14.8,115.4,1015.8,13.6,6.5,264.3,22.8,0.0,11.815555555555555,0,2,1,0,3
32.2,19.2,26.0,30.4,19.2,25.5,11.9,44.1,0.0,0.0,0.0,27.0,11.2,116.2,1015.5,13.5,6.3,274.6,23.6,0.02,11.831666666666667,0,2,1,0,3
31.9,20.2,26.3,30.3,20.2,25.9,11.4,40.9,0.0,0.0,0.0,31.3,15.1,117.2,1015.3,7.8,6.3,274.7,23.6,0.05,11.848055555555556,0,2,1,0,3
31.9,19.1,26.0,30.5,19.1,25.6,13.5,48.3,0.0,0.0,0.0,36.7,13.9,106.7,1014.4,21.5,6.7,275.9,23.6,0.08,11.863888888888889,0,2,1,2,27
31.1,20.0,25.8,30.9,20.0,25.7,15.2,53.3,0.0,0.0,0.0,28.8,16.6,112.5,1014.2,25.6,6.4,273.9,23.7,0.11,11.880277777777778,0,2,1,2,27
31.1,20.1,25.9,30.2,20.1,25.6,14.3,51.2,0.0,0.0,0.0,30.6,17.5,120.4,1014.7,18.8,6.5,295.5,25.3,0.15,11.896666666666667,0,2,1,0,3
31.6,19.3,26.5,30.8,19.3,26.3,14.0,47.8,0.0,0.0,0.0,23.4,11.2,126.4,1014.2,29.6,6.2,276.8,23.7,0.18,11.913055555555555,0,2,1,2,27
33.1,20.4,27.2,31.7,20.4,26.8,13.5,44.8,0.0,0.0,0.0,32.0,10.3,114.4,1013.3,24.0,6.4,278.3,24.0,0.21,11.929166666666667,0,2,1,2,27
32.1,20.0,26.7,31.5,20.0,26.6,15.3,52.1,0.0,0.0,0.0,29.9,13.0,98.7,1013.3,34.0,6.4,239.1,20.7,0.25,11.945833333333333,0,10,1,2,27
33.0,22.2,27.3,31.6,22.2,27.0,14.8,48.1,0.0,0.0,0.0,20.9,9.4,90.0,1013.3,55.9,6.3,252.1,21.7,0.27,11.962222222222222,0,2,1,2,27
32.2,22.2,27.2,31.5,22.2,27.1,14.7,47.3,0.0,0.0,0.0,24.8,9.4,64.3,1012.9,45.1,5.7,238.5,20.6,0.31,11.97861111111111,0,2,1,2,27
33.2,21.3,27.5,32.0,21.3,27.1,13.8,44.9,0.0,0.0,0.0,23.4,9.4,96.6,1013.1,37.9,5.9,283.7,24.7,0.34,11.995277777777778,0,2,1,2,27
36.1,20.4,27.8,33.4,20.4,26.9,7.6,31.8,0.0,0.0,0.0,22.7,8.5,50.9,1013.3,11.4,6.1,294.5,25.4,0.37,12.011666666666667,0,2,1,0,3
35.0,18.4,27.1,32.7,18.4,26.2,6.6,29.5,0.0,0.0,0.0,23.0,10.3,45.3,1011.6,0.7,5.9,296.3,25.5,0.4,12.028055555555556,0,2,1,0,3
36.3,21.3,28.7,34.0,21.3,27.8,8.3,29.3,0.0,0.0,0.0,27.4,14.8,232.5,1010.0,0.0,6.4,294.3,25.4,0.43,12.044444444444444,0,2,1,0,3
38.8,21.3,29.0,35.7,21.3,27.9,7.6,28.9,0.0,0.0,0.0,19.8,12.1,9.7,1009.1,0.0,6.7,295.6,25.5,0.47,12.061111111111112,0,2,1,0,3
37.8,22.0,29.6,36.0,22.0,29.6,13.5,39.4,0.0,0.0,0.0,27.0,15.7,170.6,1008.5,15.2,6.3,292.4,25.1,0.5,12.0775,0,2,1,0,3
35.0,22.0,27.6,36.2,22.0,28.0,17.5,56.4,0.0,0.0,0.0,35.3,14.8,126.0,1008.5,47.2,5.2,273.2,23.4,0.53,12.094166666666666,0,2,1,2,2
35.4,24.0,28.1,36.6,24.0,28.7,17.2,52.1,0.1,100.0,4.17,32.0,13.9,193.0,1008.3,74.5,5.1,201.5,17.4,0.57,12.110555555555555,1,2,1,4,20
36.1,23.0,29.6,35.7,23.0,29.9,16.8,48.0,0.0,0.0,0.0,22.3,12.1,29.3,1008.9,61.3,5.7,261.5,22.5,0.61,12.126944444444444,0,2,1,2,27
36.0,24.0,29.4,37.4,24.0,30.6,19.7,58.2,0.0,0.0,0.0,36.7,18.4,107.2,1009.8,55.4,5.5,263.9,22.8,0.64,12.143333333333333,0,2,1,2,27
36.1,23.5,29.4,35.4,23.5,30.3,18.2,53.9,0.0,0.0,0.0,33.8,9.4,113.2,1009.5,61.8,5.4,257.9,22.4,0.68,12.16,0,2,1,2,27
35.9,23.5,28.8,36.8,23.5,30.1,21.0,66.7,0.0,0.0,0.0,28.4,13.0,133.1,1009.6,56.6,4.9,288.9,24.9,0.71,12.176666666666666,0,2,1,2,27
36.4,23.0,28.8,37.1,23.0,30.1,20.9,66.3,0.0,0.0,0.0,29.2,18.5,121.9,1010.8,54.4,4.5,289.4,25.0,0.75,12.193055555555556,0,2,1,2,27
36.9,22.1,29.7,37.6,22.1,31.1,20.3,60.9,0.0,0.0,0.0,21.2,16.6,126.4,1012.4,40.8,5.5,224.9,19.4,0.79,12.209444444444445,0,2,1,2,27
35.9,25.0,30.0,38.1,25.0,31.7,20.5,59.0,0.0,0.0,0.0,33.5,14.8,141.8,1012.6,64.8,5.2,306.5,26.3,0.82,12.225833333333334,0,2,1,2,27
37.0,23.2,30.5,37.4,23.2,31.4,19.0,54.7,0.0,0.0,0.0,19.1,13.0,97.3,1011.9,42.8,5.8,317.7,27.5,0.86,12.2425,0,2,1,2,27
37.6,24.9,30.9,36.4,24.9,31.0,16.0,45.5,0.0,0.0,0.0,27.0,11.2,240.2,1010.5,35.6,5.9,319.2,27.6,0.89,12.258611111111112,0,2,1,2,27
39.6,24.5,31.2,37.0,24.5,30.7,14.0,40.0,0.0,0.0,0.0,14.8,12.1,216.7,1010.2,28.2,6.1,324.0,27.9,0.93,12.275277777777777,0,2,1,2,27
38.1,23.5,30.8,38.9,23.5,31.6,17.5,48.4,0.0,0.0,0.0,29.5,12.1,150.5,1010.5,19.5,6.0,323.3,27.7,0.96,12.29138888888889,0,2,1,0,3
36.5,24.0,29.8,37.7,24.0,31.7,21.1,63.6,0.0,0.0,0.0,34.6,13.0,120.9,1010.7,21.7,5.2,319.1,27.6,0.0,12.307777777777778,0,2,1,2,27
36.3,23.0,29.2,38.5,23.0,31.5,22.1,68.5,0.0,0.0,0.0,32.8,18.4,112.4,1012.1,29.2,5.1,320.3,27.6,0.03,12.323888888888888,0,2,1,2,27
36.2,24.0,29.6,38.4,24.0,31.4,21.2,63.7,0.0,0.0,0.0,29.2,16.6,122.8,1011.5,18.6,5.8,320.9,27.7,0.06,12.340277777777779,0,2,1,0,3
37.7,24.0,30.3,41.0,24.0,31.9,20.1,56.8,0.0,0.0,0.0,33.8,15.7,139.3,1012.0,31.9,5.6,321.0,27.6,0.1,12.356666666666667,0,2,1,2,27
35.7,25.0,29.6,37.6,25.0,31.0,19.6,56.4,0.0,0.0,0.0,32.8,38.0,121.6,1013.9,32.4,6.2,320.6,27.8,0.13,12.3725,0,2,1,2,27
37.2,24.0,29.9,37.8,24.0,30.9,18.7,53.1,0.0,0.0,0.0,31.7,13.0,139.5,1014.0,29.1,6.1,306.3,26.4,0.16,12.38861111111111,0,2,1,2,27
37.3,23.0,30.1,38.4,23.0,30.8,17.7,49.9,0.0,0.0,0.0,29.2,15.7,130.1,1013.0,23.9,6.1,323.5,27.9,0.19,12.404722222222222,0,2,1,2,27
37.0,24.0,29.8,35.6,24.0,30.0,16.7,48.2,0.0,0.0,0.0,31.3,15.7,117.2,1012.3,17.3,5.9,309.2,26.8,0.23,12.420555555555556,0,2,1,0,3
35.6,23.0,29.2,35.9,23.0,30.0,19.4,58.7,0.0,0.0,0.0,28.4,18.4,120.8,1011.4,19.4,6.3,279.3,24.1,0.25,12.436944444444444,0,2,1,0,3
36.9,24.0,30.0,39.2,24.0,31.6,20.3,58.7,0.0,0.0,0.0,30.6,11.2,140.3,1010.8,28.9,6.1,292.5,25.3,0.29,12.4525,0,2,1,2,27
36.2,24.0,30.0,37.6,24.0,31.0,18.8,52.9,0.0,0.0,0.0,28.1,12.1,121.2,1010.2,37.9,6.2,286.8,24.7,0.32,12.46861111111111,0,2,1,2,27
37.7,25.0,30.4,38.4,25.0,31.2,18.6,52.3,0.0,0.0,0.0,28.8,11.2,110.3,1009.4,38.6,6.0,312.7,27.0,0.35,12.484444444444444,0,2,1,2,27
36.6,24.0,30.0,37.1,24.0,30.6,17.9,50.8,0.0,0.0,0.0,32.0,17.6,119.0,1009.0,37.6,6.3,283.3,24.2,0.39,12.5,0,2,1,2,27
37.4,23.5,30.4,37.3,23.5,31.2,18.4,52.1,0.0,0.0,0.0,25.9,19.4,138.2,1009.0,48.4,6.2,287.6,24.7,0.42,12.515833333333333,0,2,1,2,27
36.1,26.0,30.4,37.6,26.0,31.6,18.8,51.0,0.0,0.0,0.0,24.8,11.2,187.8,1008.8,70.6,5.6,286.3,24.7,0.45,12.53111111111111,0,10,1,2,27
36.4,28.0,31.1,38.0,27.8,32.0,17.2,44.0,0.0,0.0,0.0,34.9,14.8,168.0,1007.9,67.1,5.8,290.8,25.1,0.48,12.546666666666667,0,2,1,2,27
36.9,26.0,30.9,38.4,26.0,32.0,18.3,48.2,0.0,0.0,0.0,25.9,14.8,213.7,1008.6,61.6,5.9,218.0,18.9,0.5,12.562222222222223,0,9,1,2,27
37.8,27.0,31.1,39.2,27.9,32.5,18.8,49.8,0.3,100.0,8.33,37.1,19.4,219.7,1010.5,53.2,5.8,289.8,24.8,0.55,12.5775,1,2,4,4,21
37.8,26.0,31.6,38.1,26.0,32.1,17.2,44.1,0.0,0.0,0.0,26.3,16.6,229.2,1011.4,35.7,6.3,323.9,28.0,0.59,12.592777777777778,0,2,1,2,27
40.1,26.0,32.7,39.4,26.0,32.6,15.0,36.1,0.0,0.0,0.0,29.9,13.9,237.4,1009.7,48.1,6.8,306.5,26.6,0.62,12.607777777777779,0,2,1,2,27
38.5,24.7,30.7,41.6,24.7,33.1,20.9,58.5,18.0,100.0,8.33,50.0,19.4,144.1,1009.0,52.3,5.5,294.7,25.5,0.66,12.622777777777777,1,2,1,4,26
34.0,24.3,28.3,36.3,24.3,29.9,21.4,68.1,0.5,100.0,4.17,33.8,14.8,135.7,1011.4,60.9,5.4,277.8,23.9,0.69,12.637777777777778,1,2,1,4,22
35.2,24.0,29.3,36.4,24.0,30.6,19.7,58.4,0.0,0.0,0.0,27.0,8.5,188.5,1011.6,50.3,6.1,262.9,22.7,0.75,12.6525,0,2,1,2,27
36.4,26.1,30.9,36.9,26.1,31.6,17.9,47.9,0.1,100.0,4.17,20.9,12.1,23.4,1010.9,39.8,6.6,201.0,17.2,0.77,12.6675,1,2,1,4,4
38.0,24.3,32.3,38.5,24.3,33.0,17.0,41.4,0.0,0.0,0.0,23.4,9.4,121.4,1009.4,41.4,6.5,237.9,20.7,0.8,12.682222222222222,0,2,1,2,27
38.9,26.0,31.7,38.5,26.0,32.2,17.1,43.7,0.1,100.0,4.17,28.1,10.3,263.7,1009.7,64.1,6.2,278.8,24.0,0.84,12.696666666666667,1,2,1,4,21
38.4,25.5,32.8,41.0,25.5,34.0,18.1,43.1,0.0,0.0,0.0,27.0,11.2,177.3,1009.3,46.6,6.7,257.5,22.2,0.87,12.710833333333333,0,2,1,2,27
39.1,26.3,31.6,40.9,26.3,33.0,18.7,47.8,0.8,100.0,4.17,23.8,14.9,176.8,1010.2,51.8,6.3,255.0,22.1,0.91,12.725277777777778,1,2,1,4,20
38.6,24.2,31.7,39.2,24.2,32.0,16.4,41.6,0.0,0.0,0.0,22.7,13.0,323.9,1010.1,45.9,6.5,328.1,28.3,0.94,12.739444444444445,0,2,1,2,6
38.9,25.6,31.6,41.6,25.6,33.5,19.8,51.4,6.0,100.0,4.17,32.0,17.5,208.2,1007.7,44.1,6.4,319.7,27.8,0.98,12.753333333333334,1,2,1,4,20
39.1,25.3,32.3,38.2,25.3,32.2,15.2,38.0,0.0,0.0,0.0,30.6,11.2,323.9,1006.2,43.3,6.4,334.6,29.1,0.0,12.767222222222221,0,2,1,2,27
38.6,29.0,32.7,39.2,29.5,33.4,17.1,40.9,0.0,0.0,0.0,30.2,15.7,189.0,1007.2,50.7,6.5,270.3,23.4,0.05,12.78111111111111,0,2,4,2,27
37.1,28.1,32.4,40.9,28.7,34.9,19.8,48.1,0.3,100.0,4.17,49.7,13.9,120.0,1007.4,33.8,6.4,285.0,24.7,0.08,12.794722222222223,1,2,1,4,22
32.7,19.1,26.3,34.0,19.1,27.6,21.5,76.6,66.0,100.0,12.5,55.4,37.1,98.7,1010.5,61.9,5.3,192.1,16.7,0.11,12.808055555555555,1,10,3,4,24
35.4,24.5,29.3,36.3,24.5,30.3,19.8,59.4,0.0,0.0,0.0,27.0,13.0,37.3,1009.2,53.8,6.0,264.0,22.9,0.14,12.821388888888889,0,2,1,2,27
38.3,25.0,31.6,38.0,25.0,32.5,17.8,46.9,0.0,0.0,0.0,26.3,17.5,236.7,1008.1,39.9,6.6,332.8,29.0,0.18,12.834166666666667,0,2,1,2,27
37.5,26.0,31.5,38.5,26.0,32.6,18.4,47.8,0.0,0.0,0.0,33.1,16.6,184.6,1007.6,38.2,6.8,299.0,26.0,0.21,12.847222222222221,0,2,3,2,27
37.1,28.0,32.1,39.6,29.6,33.7,18.8,46.4,0.0,0.0,0.0,42.5,13.9,104.2,1006.2,60.0,6.6,159.6,13.8,0.24,12.86,1,2,1,2,27
37.7,27.7,32.1,38.1,29.2,33.3,18.1,45.0,0.0,0.0,0.0,38.9,9.4,95.0,1004.3,41.9,6.5,280.4,24.3,0.25,12.8725,0,2,1,2,27
36.1,27.1,31.6,37.2,27.8,33.0,18.3,46.9,0.0,0.0,0.0,40.7,11.7,49.4,1002.6,76.1,6.3,176.1,15.3,0.31,12.885,0,10,1,2,27
30.0,25.0,28.0,32.6,25.0,30.6,22.2,71.0,0.2,100.0,8.33,35.6,17.6,73.9,1003.7,90.9,5.2,63.9,5.5,0.34,12.897222222222222,1,7,1,3,12
31.1,26.0,28.2,36.6,26.0,31.7,23.3,74.7,0.2,100.0,4.17,27.4,9.9,81.2,1005.4,74.4,5.4,152.5,13.1,0.37,12.909166666666666,1,9,4,4,21
35.5,25.0,30.2,40.6,25.0,33.2,22.7,66.3,0.1,100.0,4.17,28.4,51.0,69.5,1005.2,47.4,5.9,318.0,27.3,0.41,12.920833333333333,1,2,2,4,22
38.1,25.5,31.3,43.0,25.5,34.5,21.6,58.3,0.0,0.0,0.0,55.4,16.0,251.6,1005.7,40.7,6.1,259.3,22.3,0.44,12.9325,0,2,3,2,27
37.8,25.5,31.2,42.0,25.5,34.0,21.7,59.3,0.3,100.0,4.17,40.3,16.6,163.0,1006.4,55.6,6.0,312.4,27.0,0.47,12.943888888888889,1,2,4,4,22
34.6,23.3,30.1,39.5,23.3,33.5,22.5,65.0,7.0,100.0,8.33,40.7,16.6,94.5,1006.8,47.1,6.0,323.5,27.8,0.5,12.955,1,2,5,4,24
34.9,26.1,30.2,41.5,26.1,34.3,23.4,68.0,0.1,100.0,4.17,23.4,13.0,171.8,1006.0,67.3,6.0,291.0,25.1,0.54,12.966111111111111,1,10,4,4,22
33.1,26.0,29.5,39.1,26.0,33.5,23.3,70.1,0.3,100.0,8.33,32.0,15.7,105.9,1006.6,77.4,5.5,196.5,17.0,0.57,12.976666666666667,1,10,3,4,26
32.5,25.0,28.5,37.9,25.0,31.5,23.1,73.5,5.4,100.0,16.67,28.1,18.4,110.8,1007.3,60.1,5.6,238.2,20.5,0.61,12.986944444444445,1,2,3,4,24
34.1,24.0,27.8,38.7,24.0,30.2,22.9,76.1,0.0,0.0,0.0,29.9,13.0,228.1,1007.0,71.2,5.7,201.2,17.4,0.64,12.997222222222222,1,9,3,2,27
31.0,23.0,26.9,33.8,23.0,28.2,21.1,71.9,0.0,0.0,0.0,45.7,20.5,264.9,1006.2,69.6,5.9,263.6,22.7,0.68,13.007222222222222,0,10,1,2,27
35.4,23.1,29.2,36.5,23.1,30.3,19.8,59.0,0.0,0.0,0.0,54.7,25.0,271.4,1004.5,25.6,6.5,337.1,29.1,0.71,13.016944444444444,0,2,1,2,27
35.5,25.0,30.1,37.0,25.0,31.4,19.8,56.2,0.0,0.0,0.0,53.3,23.1,277.5,1004.6,13.3,6.3,333.8,28.7,0.75,13.026666666666667,0,2,3,0,3
36.7,25.0,31.1,39.4,25.0,32.6,18.9,49.7,0.0,0.0,0.0,44.6,22.3,277.3,1006.8,28.5,6.8,330.7,28.6,0.78,13.035555555555556,0,2,1,2,27
36.5,27.0,31.4,38.4,28.1,32.9,18.6,47.5,0.0,0.0,0.0,33.8,21.4,291.8,1008.6,38.8,6.5,285.0,24.7,0.82,13.044444444444444,0,2,1,2,27
36.6,27.0,29.9,40.5,28.1,32.0,19.7,54.9,1.0,100.0,4.17,38.9,16.6,286.4,1008.6,60.6,5.9,245.1,21.3,0.85,13.053333333333333,1,2,1,4,22
35.5,25.1,30.4,37.7,25.1,31.7,18.6,50.4,0.0,0.0,0.0,36.7,14.8,273.6,1008.0,57.5,6.0,171.8,14.8,0.89,13.061666666666667,0,2,1,2,27
36.5,26.0,31.0,38.0,26.0,31.9,17.8,46.4,0.0,0.0,0.0,40.3,20.3,277.3,1007.1,31.1,6.7,332.0,28.8,0.92,13.069722222222222,0,2,1,2,27
36.7,27.0,31.9,38.3,27.5,32.4,16.4,40.3,0.0,0.0,0.0,47.9,24.1,270.3,1006.4,29.0,8.1,312.5,27.0,0.96,13.0775,0,2,1,2,27
36.7,28.0,31.7,40.5,28.2,33.3,18.2,45.3,0.1,100.0,4.17,40.7,22.3,279.0,1006.4,57.7,6.8,310.0,26.6,0.0,13.085,1,2,1,4,23
36.4,23.0,29.5,39.3,23.0,30.6,18.8,54.5,0.2,100.0,4.17,33.5,18.4,292.8,1006.1,69.2,7.1,244.0,20.9,0.03,13.0925,1,2,1,4,22
35.4,23.0,29.3,39.2,23.0,31.2,20.4,60.4,0.2,100.0,4.17,48.2,23.2,284.6,1006.2,52.4,6.5,192.3,16.6,0.06,13.099166666666667,1,2,1,4,23
37.5,27.0,31.4,40.1,28.2,33.5,19.8,51.5,0.0,0.0,0.0,39.2,18.4,279.4,1005.9,51.9,6.7,243.7,20.9,0.09,13.105833333333333,0,2,1,2,27
37.5,25.0,30.7,38.2,25.0,31.8,18.7,50.8,0.0,0.0,0.0,52.2,32.4,278.6,1005.9,61.4,6.5,281.8,24.2,0.13,13.112222222222222,0,2,1,2,27
37.5,27.1,32.0,38.2,29.1,33.2,18.3,45.9,2.0,100.0,4.17,43.9,18.5,289.2,1005.6,50.6,6.3,300.3,25.9,0.16,13.118333333333334,1,2,1,4,21
40.0,28.0,31.6,42.9,28.4,33.0,18.5,46.7,0.3,100.0,4.17,41.4,22.3,252.2,1005.4,52.5,6.0,279.6,24.3,0.19,13.123888888888889,1,2,1,4,20
35.1,25.0,29.9,37.2,25.0,31.8,20.0,56.6,0.0,0.0,0.0,46.8,21.4,258.4,1006.4,71.4,5.9,225.8,19.5,0.23,13.129444444444445,0,2,1,2,27
38.5,26.0,31.6,39.1,26.0,33.3,19.4,51.0,0.0,0.0,0.0,52.9,18.5,276.6,1005.8,37.7,6.4,259.5,22.5,0.25,13.134444444444444,0,2,1,2,27
35.3,26.5,30.1,38.1,26.5,32.6,20.9,58.5,0.0,0.0,0.0,49.3,18.4,280.2,1006.1,71.3,6.7,279.9,24.0,0.29,13.13888888888889,0,2,1,2,27
36.4,24.1,30.1,39.2,24.1,31.6,19.5,54.6,0.0,0.0,0.0,51.8,18.5,280.3,1006.1,59.6,6.4,279.8,24.1,0.33,13.143611111111111,0,2,1,2,27
35.3,26.0,30.8,40.4,26.0,33.2,20.6,55.6,0.1,100.0,4.17,41.8,24.1,257.8,1006.8,49.5,6.6,246.1,21.2,0.36,13.1475,1,2,3,4,22
34.4,26.0,30.1,38.2,26.0,32.2,20.3,56.6,1.1,100.0,8.33,37.1,20.5,256.4,1006.5,68.5,12.6,306.1,26.5,0.39,13.151111111111112,1,2,1,4,21
34.4,24.1,29.2,38.1,24.1,31.1,21.1,63.0,0.1,100.0,4.17,33.8,18.4,265.2,1008.0,62.1,6.8,220.3,19.0,0.43,13.154444444444444,1,2,1,4,22
35.2,25.1,29.7,38.1,25.1,31.9,21.0,60.9,0.9,100.0,12.5,33.5,22.3,274.9,1008.7,62.0,5.9,179.6,15.7,0.46,13.1575,1,8,1,4,24
33.6,23.0,27.3,38.7,23.0,29.4,22.5,76.2,8.0,100.0,8.33,40.7,15.7,305.9,1008.6,72.2,5.8,216.5,18.8,0.5,13.16,1,2,3,4,21
32.6,22.9,26.7,37.1,22.9,28.3,22.3,77.6,0.5,100.0,8.33,38.9,16.6,245.5,1008.3,76.3,5.5,282.8,24.5,0.53,13.1625,1,10,3,4,23
32.4,23.9,27.1,37.3,23.9,28.9,22.7,77.2,0.3,100.0,4.17,25.2,22.3,268.4,1008.1,79.1,5.4,169.4,14.7,0.56,13.164444444444445,1,10,3,4,21
33.5,24.5,28.1,39.1,24.5,30.5,22.8,73.7,0.3,100.0,4.17,21.6,9.5,245.6,1007.5,56.5,5.6,180.1,15.6,0.59,13.16611111111111,1,9,3,4,22
34.6,25.1,29.4,40.2,25.1,32.9,23.3,70.8,0.6,100.0,4.17,23.0,10.3,181.4,1007.9,71.1,5.4,196.3,17.0,0.63,13.167222222222222,1,9,3,4,22
30.5,24.0,26.1,34.9,24.0,27.1,23.4,85.4,4.0,100.0,4.17,37.1,13.9,240.0,1008.2,79.7,5.1,147.7,12.8,0.66,13.168333333333333,1,10,3,4,20
32.0,24.0,27.5,36.7,24.0,29.2,22.3,74.3,2.0,100.0,4.17,37.4,19.4,254.1,1006.7,77.5,5.7,187.0,16.1,0.7,13.168611111111112,1,9,3,4,22
30.4,22.1,25.7,35.0,22.1,26.8,22.3,82.8,45.0,100.0,4.17,44.6,24.1,277.5,1005.8,78.0,5.3,140.0,12.1,0.75,13.169166666666667,1,8,1,4,21
30.2,23.0,26.2,33.9,23.0,27.7,22.5,80.6,0.2,100.0,4.17,36.0,16.6,267.1,1006.9,75.9,5.6,233.2,20.2,0.77,13.168888888888889,1,8,1,4,21
31.6,23.0,27.4,35.5,23.0,29.2,21.5,70.7,0.0,0.0,0.0,33.5,20.3,241.8,1007.7,53.8,5.9,243.0,21.0,0.8,13.168333333333333,1,2,1,2,27
30.4,23.3,26.6,33.7,23.3,28.0,22.2,77.4,1.0,100.0,4.17,33.5,21.2,255.9,1006.9,74.2,5.6,238.9,20.5,0.83,13.1675,1,10,1,4,22
30.9,23.0,26.2,35.0,23.0,27.2,21.5,76.1,0.3,100.0,4.17,43.9,18.4,263.5,1005.0,81.8,5.5,114.4,9.9,0.87,13.16638888888889,1,7,1,4,22
28.3,23.0,25.3,31.3,23.0,26.3,22.0,82.4,2.0,100.0,4.17,46.1,23.1,252.8,1005.4,87.8,5.3,48.3,4.1,0.9,13.165,1,3,1,4,22
27.8,22.0,24.4,30.6,22.0,24.9,22.0,86.8,3.5,100.0,8.33,44.6,14.8,256.9,1007.4,94.7,4.9,99.4,8.7,0.94,13.163055555555555,1,5,1,3,15
29.3,22.1,24.2,33.2,22.1,24.7,22.3,89.9,10.0,100.0,4.17,46.8,22.3,272.8,1007.4,92.6,5.0,200.0,17.3,0.97,13.160833333333333,1,10,1,3,9
30.0,23.1,26.3,34.0,23.1,28.1,23.0,82.8,0.2,100.0,4.17,40.3,16.6,267.7,1005.7,83.4,5.2,237.3,20.5,0.0,13.158055555555556,1,9,1,4,21
29.9,23.1,26.3,33.7,23.1,27.9,23.2,83.7,0.8,100.0,8.33,36.0,18.8,265.0,1005.0,85.8,5.5,231.9,20.0,0.04,13.155277777777778,1,9,1,4,21
31.0,23.0,26.6,35.1,23.0,28.4,22.2,77.5,19.0,100.0,4.17,43.9,18.5,282.5,1005.5,66.2,5.3,218.0,18.9,0.07,13.151666666666667,1,9,3,4,22
30.2,22.6,25.2,33.9,22.6,26.2,22.8,87.2,0.5,100.0,4.17,41.8,21.4,280.7,1004.4,88.8,5.1,192.6,16.5,0.11,13.148333333333333,1,8,1,4,22
32.1,23.1,25.6,35.9,23.1,26.5,22.7,84.8,20.5,100.0,8.33,40.7,20.5,281.1,1004.7,88.9,5.1,180.8,15.9,0.14,13.144166666666667,1,10,1,4,26
28.2,22.1,24.2,31.9,22.1,24.7,22.8,92.5,19.0,100.0,12.5,38.2,19.4,264.6,1004.8,93.6,5.0,94.1,8.0,0.18,13.14,1,4,1,3,15
30.1,21.5,24.7,34.4,21.5,25.6,22.7,88.7,11.0,100.0,8.33,46.8,20.3,270.2,1003.4,86.2,5.1,122.1,10.5,0.21,13.135277777777778,1,9,1,4,26
27.1,22.0,24.2,29.8,22.0,24.5,22.2,88.9,0.2,100.0,4.17,43.9,20.3,256.5,1004.6,95.2,5.0,22.0,1.9,0.24,13.130277777777778,1,1,1,3,12
28.3,23.0,25.1,32.2,23.0,25.8,22.8,86.9,0.7,100.0,12.5,51.1,25.9,267.8,1006.7,90.1,5.2,123.3,10.6,0.25,13.125277777777777,1,5,1,3,15
24.1,21.1,22.6,24.1,21.1,22.6,21.8,95.4,35.1,100.0,16.67,54.4,22.3,267.0,1006.1,97.6,4.4,17.7,1.5,0.31,13.119722222222222,1,1,1,3,15
22.2,20.2,21.5,22.2,20.2,21.5,20.9,96.5,34.0,100.0,25.0,58.3,26.8,274.9,1003.6,99.7,4.2,14.1,1.1,0.35,13.113611111111112,1,1,1,3,7
23.2,20.3,21.9,23.2,20.3,21.9,21.6,98.1,23.0,100.0,16.67,68.8,22.3,278.0,1004.4,100.0,3.9,24.3,2.1,0.38,13.107777777777779,1,1,1,3,15
24.9,21.1,22.6,24.9,21.1,22.6,21.9,96.2,8.0,100.0,12.5,65.9,22.3,274.2,1005.6,100.0,4.4,25.8,2.2,0.41,13.101111111111111,1,1,1,3,15
23.0,20.2,21.8,23.0,20.2,21.8,21.5,97.8,26.0,100.0,25.0,68.8,37.1,273.6,1005.3,99.8,3.6,16.1,1.4,0.45,13.094166666666666,1,1,1,3,7
22.0,20.2,21.4,22.0,20.2,21.4,21.1,97.9,10.0,100.0,12.5,73.8,38.9,270.6,1002.9,100.0,4.6,16.0,1.3,0.48,13.087222222222222,1,1,1,3,15
24.9,20.2,22.6,24.9,20.2,22.6,21.5,93.7,0.5,100.0,4.17,68.0,38.9,272.8,1001.6,94.2,4.4,59.7,5.1,0.5,13.079722222222221,1,4,1,3,9
